col0|col1|col2|col3
fagus sylvatica in с. комунига|4.28|18.0|170
taxus baccata in гр. софия|3.6|6.0|170
quercus cerris in с. главановци идентификатор 14979.110.9901|3.9|22.0|170
fagus orientalis in гр. малко търново|4.5|20.0|170
quercus frainetto in с. граматиково|2.42|24.0|170
quercus daleshampii in с. граматиково|2.15|21.0|170
quercus cerris in с. българи|3.3|23.0|170
fraxinus oxycarpa in с. чорбаджийско|4.1|16.0|170
quercus frainetto in с. филипово|4.3|15.0|170
juglans nigra in с. дрянка|2.7|18.0|170
quercus robur in с. ослен криводол|3.2|18.0|170
populus tremula in с. стражица|4.9|25.0|170
pinus sylvestris in с. трекляно|3.0|30.0|170
quercus cerris in с. добрина|3.77|25.0|170
quercus coccifera in с. калиманци|1.0|6.0|170
platanus orientalis in с. долна градешница|5.73|21.0|170
castanea sativa (vesca) in с. енина|3.57|25.0|170
ulmus minor in с. ковачево|2.96|20.0|170
platanus spp in гр. софия|3.0|16.0|170
platanus spp in гр. софия|2.6|17.0|170
quercus cerris in с.  боровица|2.7|20.0|170
quercus spp. in с. мламолово|3.5|21.0|170
quercus cerris in с. плазище|2.2|16.0|170
quercus cerris in с. реяновци|2.9|14.0|170
quercus robur in с. подайва|3.25|12.0|170
quercus cerris in с. пробуда|4.2|18.0|170
quercus robur in с. добротица|3.3|15.0|170
quercus daleshampii in гр. кубрат|2.3|15.0|170
quercus cerris in с. манастирско|3.35|10.0|170
quercus robur in с. софрониево|3.83|18.0|170
quercus robur in с. галиче|3.9|22.0|170
quercus cerris in с. беглеж|1.7|27.0|170
quercus pubescens in с. паталеница|4.7|18.0|170
platanus hybrida in гр. пазарджик|4.1|25.0|170
platanus acerifolia in гр. софия|3.15|20.0|170
platanus orientalis in с. мезек|4.45|16.0|170
quercus daleshampii in гр. белица|4.5|22.0|170
quercus cerris in с. камилски дол|2.1|14.0|170
populus nigra in с. райкова могила|7.0|12.0|170
fraxinus oxycarpa in гр. горна оряховица|4.0|12.0|170
quercus frainetto in с. торбалъжите|3.15|18.0|170
picea abies in гр. велинград|6.54|35.0|170
populus alba in гр. варна|4.36|21.0|170
quercus daleshampii in с. калище|3.0|23.0|170
quercus robur in с. търнене|2.8|15.0|170
quercus robur in с.манастирище|1.1|22.0|170
quercus cerris in с. брястово|1.8|16.0|170
acer campestre in с. ралево|1.8|15.0|170
quercus cerris in с. ракита|1.8|9.0|170
quercus hartwissiana in с. бяла вода|5.3|19.0|170
quercus hartwissiana in с. бяла вода|3.8|20.0|170
quercus cerris in гр. малко търново|4.1|25.0|170
quercus hartwissiana in с. стоилово|4.96|28.0|170
carpinus betulus in гр. малко търново|4.34|22.0|170
quercus hartwissiana in гр. малко търново|4.38|21.0|170
quercus cerris in с. ослен криводол|3.0|16.0|170
quercus cerris in с. ослен криводол|2.26|20.0|170
quercus cerris in с. ралево|2.0|15.0|170
amygdalus communis in гр. софия|0.9|9.0|170
amygdalus communis in гр. софия|0.9|8.0|170
quercus robur in гр.  софия|3.2|17.0|170
quercus spp in с.  слънчево|4.2|15.0|170
quercus cerris in с. боженица|2.5|15.0|170
fagus sylvatica in гр.  ботевград|2.8|26.0|170
picea abies in с. стойките|1.62|27.0|170
pinus nigra in с. църварица|2.75|25.0|170
dub ve vanči|590.0|31.0|170
waldtraut vom mühlwald|3.0|63.33|170
monumental poplar at władysława warneńczyka street|620.0|23.0|170
monumental poplar at paryska street in warsaw|589.0|34.0|170
maksymilian goldberg oak in warsaw|306.0|15.0|170
monumental oak at 14 białobrzeska street in warsaw|164.0|23.0|170
sosna falenicka|216.0|8.0|170
roverella di scandiano|530.0|20.0|170
urkietako artea|430.0|1200.0|170
kobendza dawn redwood in warsaw|268.0|22.0|170
monumental ash tree at 10 świerszcza street in warsaw|250.0|18.0|170
monumental field maple in kombatantów park in warsaw|360.0|12.0|170
monumental linden tree in kombatantów park|375.0|24.0|170
monumental linden tree in kombatantów park|385.0|8.0|170
monumental tulip tree in kombatantów park in warsaw|320.0|12.0|170
monumental black pine in kombatantów park in warsaw|239.0|18.0|170
monumental black pine in kombatantów park in warsaw|245.0|19.0|170
platanus × hispanica in park kombatantów|357.0|28.0|170
carrasca milenaria de lecina|7.0|16.26|170
krzysztof|375.0|24.0|170
mammutbaum im aachener stadtgarten|6.3|30.0|170
monumental beech at 22 langiewicza street in warsaw|320.0|26.0|170
monumental poplar at szczęsna street in warsaw|768.0|35.0|170
black locust at the cemetery mutzschen|5.35|21.0|170
santa teodosiako lizarra|550.0|2380.0|170
dąb dunin|700.0|13.0|170
monumental pear tree at puławska street in warsaw|153.0|11.0|170
the phoenix|5.36|19.0|170
chêne joséphine - joséphine eik|6.05|20.0|170
köllertalstraße sycamore|4.1|30.0|170
vondráškuc lípa|330.0|20.5|170
songo baobab|25.0|15.0|170
chêne crahay - eik crahay|1.5|31.2|170
schone eik|4.54|41.6|170
oak of beheitikolanda|8.7|29.1|170
kisulabe oak|10.1|11.6|170
naturdenkmal eiche westlich niederberge|1.0|17.0|170
quercus robur in elhovo|4.8|20.0|170
acer pseudoplatanus in etropole|2.4|25.0|170
acer pseudoplatanus in etropole|3.75|29.5|170
quercus cerris in etropole|3.4|16.0|170
quercus cerris in etropole|5.2|15.0|170
quercus cerris in etropole|5.6|15.0|170
quercus in german|4.2|29.0|170
ulmus in челопечене (квартал)|3.83|24.0|170
ulmus in челопечене (квартал)|4.5|25.0|170
ulmus in челопечене (квартал)|4.5|24.5|170
morus in chavdar|4.55|40.0|170
morus in chavdar|4.55|40.0|170
picea in chepelare|1.2|20.0|170
fagus sylvatica in sivino|3.1|21.0|170
platanus in petkovo|5.45|14.5|170
pinus sylvestris in sivino|2.25|30.0|170
pinus nigra in sivino|2.1|18.0|170
picea in mogilitsa|3.23|15.0|170
picea in mogilitsa|4.3|32.0|170
picea in trigrad|4.1|50.0|170
ulmus minor in желю войвода|6.2|20.0|170
quercus robur in самуилово|3.41|16.0|170
quercus robur in sliven|3.4|16.0|170
fagus sylvatica in byala palanka|5.0|30.0|170
quercus robur in стоил войвода|5.3|16.0|170
fagus sylvatica in ichera|4.1|30.0|170
fagus sylvatica in kotel|5.72|22.0|170
fagus sylvatica in kipilovo|2.0|24.0|170
quercus robur in kipilovo|1.4|20.0|170
carpinus in kipilovo|1.4|20.0|170
acer pseudoplatanus in kipilovo|1.5|18.0|170
fagus sylvatica in стара-река (сливенская область)|4.8|35.0|170
fagus sylvatica in стара-река (сливенская область)|4.9|33.0|170
fagus sylvatica in стара-река (сливенская область)|2.9|28.0|170
fagus sylvatica in стара-река (сливенская область)|3.0|30.0|170
quercus robur in черковна (силистренская область)|3.7|19.0|170
quercus in batin island|2.2|18.0|170
quercus robur in здравец (разградская область)|3.8|16.0|170
quercus robur in здравец (разградская область)|4.9|20.0|170
quercus robur in ostrovo|4.85|22.0|170
sequoiadendron giganteum in karlovo|2.38|21.0|170
platanus in dolnoslav|2.45|23.0|170
platanus in dolnoslav|2.85|24.0|170
platanus in dolnoslav|2.3|27.0|170
platanus in dolnoslav|3.2|21.0|170
platanus in dolnoslav|3.8|19.0|170
platanus in dolnoslav|3.1|24.0|170
platanus in dolnoslav|3.45|27.0|170
platanus in dolnoslav|2.9|26.0|170
platanus in dolnoslav|2.35|24.0|170
platanus in dolnoslav|5.1|21.5|170
platanus in dolnoslav|2.05|23.0|170
quercus robur in tseretelevo|4.8|10.0|170
populus nigra in dimitrovgrad|5.4|12.0|170
quercus robur in tseretelevo|4.8|10.0|170
pinus nigra in dolna sekira|4.8|10.0|170
pinus nigra in dolna sekira|4.8|10.0|170
quercus cerris in bohova|2.1|12.0|170
quercus cerris in bohova|3.4|12.0|170
quercus cerris in bohova|3.6|18.0|170
quercus cerris in rani lug|4.6|20.0|170
quercus cerris in докьовци|6.6|25.0|170
quercus petraea in gaganitsa|3.8|25.0|170
quercus petraea in bistrilitsa|4.18|22.0|170
ulmus minor in montana|2.9|28.0|170
quercus petraea in slaveykovo, gabrovo province|3.15|14.0|170
quercus in vishovgrad|2.0|13.5|170
juglans in vishovgrad|4.0|20.0|170
quercus robur in braknitsa|4.1|17.5|170
quercus robur in sirakovo, dobrich province|4.17|22.0|170
quercus robur in stefanovo, dobrich province|4.15|17.0|170
fagus sylvatica in batovo|2.5|22.0|170
quercus robur in dobrotitsa, silistra province|2.65|12.0|170
quercus robur in sitovo, silistra province|2.6|15.0|170
ulmus minor in kosharna|4.05|21.0|170
